Date,Heure,Nbre_acariens_Suivis,Montee_Astigmates,Montee_Nymphes,Montee_Adultes,Descente_Astigmates,Descente_Nymphes,Descente_Adultes
2021-03-26,07:19:02,5,51702,96,0,45802,77,0
2021-03-26,07:19:25,6,51712,96,0,45816,77,0
2021-03-26,07:19:49,1,51729,96,0,45827,77,0
2021-03-26,07:20:12,8,51743,96,0,45836,77,0
2021-03-26,07:20:36,1,51758,96,0,45851,77,0
2021-03-26,07:20:59,1,51768,96,0,45866,77,0
2021-03-26,07:21:23,1,51776,96,0,45869,77,0
2021-03-26,07:21:46,1,51785,96,0,45876,77,0
2021-03-26,07:22:09,2,51800,96,0,45891,77,0
2021-03-26,07:22:33,3,51806,96,0,45904,77,0
2021-03-26,07:22:56,8,51825,96,0,45917,77,0
2021-03-26,07:23:20,7,51842,96,0,45932,77,0
2021-03-26,07:23:44,0,51864,96,0,45946,77,0
2021-03-26,07:24:07,1,51878,96,0,45958,77,0
2021-03-26,07:24:30,6,51894,96,0,45969,77,0
2021-03-26,07:24:53,8,51909,96,0,45978,77,0
2021-03-26,07:25:17,1,51924,96,0,45994,77,0
2021-03-26,07:25:40,5,51932,96,0,46009,77,0
2021-03-26,07:26:03,3,51948,96,0,46018,77,0
2021-03-26,07:26:26,5,51963,96,0,46035,77,0
2021-03-26,07:26:50,0,51974,96,0,46045,77,0
2021-03-26,07:27:13,2,51982,96,0,46053,77,0
2021-03-26,07:27:36,6,51988,96,0,46071,77,0
2021-03-26,07:28:00,4,52001,96,0,46083,77,0
2021-03-26,07:28:24,2,52016,96,0,46096,77,0
2021-03-26,07:28:47,1,52032,96,0,46108,77,0
2021-03-26,07:29:11,3,52047,96,0,46126,77,0
2021-03-26,07:29:34,10,52060,97,0,46137,77,0
2021-03-26,07:29:58,5,52083,97,0,46152,77,0
2021-03-26,07:30:21,3,52096,97,0,46167,77,0
2021-03-26,07:30:45,2,52112,97,0,46179,77,0
2021-03-26,07:31:08,8,52123,97,0,46189,77,0
2021-03-26,07:31:32,5,52139,97,0,46201,77,0
2021-03-26,07:31:55,3,52148,97,0,46213,77,0
2021-03-26,07:32:19,3,52159,97,0,46226,77,0
2021-03-26,07:32:42,2,52169,97,0,46239,77,0
2021-03-26,07:33:07,5,52183,97,0,46250,77,0
2021-03-26,07:33:32,4,52200,97,0,46267,77,0
2021-03-26,07:33:56,5,52211,97,0,46284,77,0
2021-03-26,07:34:19,3,52228,97,0,46298,77,0
2021-03-26,07:34:42,2,52233,97,0,46311,77,0
2021-03-26,07:35:06,4,52252,97,0,46325,77,0
2021-03-26,07:35:29,2,52267,97,0,46343,77,0
2021-03-26,07:35:53,5,52279,97,0,46360,77,0
2021-03-26,07:36:17,4,52284,97,0,46374,77,0
2021-03-26,07:36:40,5,52302,97,0,46384,77,0
2021-03-26,07:37:03,3,52311,97,0,46396,77,0
2021-03-26,07:37:27,7,52323,98,0,46411,77,0
2021-03-26,07:37:51,3,52336,98,0,46423,77,0
2021-03-26,07:38:15,3,52343,98,0,46431,77,0
2021-03-26,07:38:38,0,52352,98,0,46439,77,0
2021-03-26,07:39:01,0,52363,98,0,46446,77,0
2021-03-26,07:39:25,5,52379,98,0,46455,77,0
2021-03-26,07:39:49,6,52395,98,0,46464,77,0
2021-03-26,07:40:12,3,52403,98,0,46478,77,0
2021-03-26,07:40:36,4,52419,98,0,46487,77,0
2021-03-26,07:40:59,3,52432,99,0,46498,77,0
2021-03-26,07:41:23,2,52448,99,0,46509,77,0
2021-03-26,07:41:46,4,52464,99,0,46523,77,0
2021-03-26,07:42:09,2,52472,99,0,46537,77,0
2021-03-26,07:42:33,0,52483,99,0,46544,77,0
2021-03-26,07:42:56,2,52495,99,0,46556,77,0
2021-03-26,07:43:20,6,52511,99,0,46569,77,0
2021-03-26,07:43:43,3,52527,99,0,46580,77,0
2021-03-26,07:44:07,5,52537,99,0,46594,77,0
2021-03-26,07:44:30,5,52549,100,0,46601,77,0
2021-03-26,07:44:54,3,52565,100,0,46616,77,0
2021-03-26,07:45:17,2,52583,100,0,46625,77,0
2021-03-26,07:45:40,3,52591,100,0,46638,77,0
2021-03-26,07:46:03,6,52599,100,0,46650,77,0
2021-03-26,07:46:27,7,52613,100,0,46665,77,0
2021-03-26,07:46:50,2,52626,100,0,46676,77,0
2021-03-26,07:47:14,3,52640,100,0,46690,77,0
2021-03-26,07:47:37,2,52647,100,0,46699,77,0
2021-03-26,07:48:00,6,52667,100,0,46710,77,0
2021-03-26,07:48:24,2,52683,100,0,46719,77,0
2021-03-26,07:48:47,1,52692,100,0,46725,77,0
2021-03-26,07:49:11,2,52697,100,0,46737,77,0
2021-03-26,07:49:35,6,52708,100,0,46745,77,0
2021-03-26,07:50:00,4,52721,100,0,46759,77,0
2021-03-26,07:50:24,6,52736,100,0,46768,77,0
2021-03-26,07:50:47,1,52751,100,0,46784,77,0
2021-03-26,07:51:11,3,52761,100,0,46797,77,0
2021-03-26,07:51:34,4,52775,100,0,46817,77,0
2021-03-26,07:51:58,6,52789,100,0,46827,77,0
2021-03-26,07:52:21,1,52810,100,0,46842,77,0
2021-03-26,07:52:45,1,52820,100,0,46848,77,0
2021-03-26,07:53:09,1,52835,100,0,46864,77,0
2021-03-26,07:53:32,3,52845,100,0,46874,77,0
2021-03-26,07:53:56,0,52858,100,0,46887,77,0
2021-03-26,07:54:19,3,52869,100,0,46898,77,0
2021-03-26,07:54:43,8,52889,100,0,46912,77,0
2021-03-26,07:55:07,3,52897,100,0,46930,77,0
2021-03-26,07:55:31,3,52910,100,0,46941,77,0
2021-03-26,07:55:54,6,52928,100,0,46952,77,0
2021-03-26,07:56:18,2,52945,100,0,46960,77,0
2021-03-26,07:56:41,2,52962,100,0,46971,77,0
2021-03-26,07:57:05,1,52973,100,0,46983,77,0
2021-03-26,07:57:28,1,52985,100,0,46996,77,0
2021-03-26,07:57:51,4,52994,100,0,47009,77,0
2021-03-26,07:58:15,6,53007,100,0,47019,77,0
2021-03-26,07:58:38,3,53015,100,0,47029,77,0
2021-03-26,07:59:02,3,53022,100,0,47036,77,0
2021-03-26,07:59:25,6,53035,100,0,47046,77,0
2021-03-26,07:59:49,7,53049,100,0,47056,77,0
2021-03-26,08:00:13,3,53062,100,0,47069,77,0
2021-03-26,08:00:37,2,53068,100,0,47078,77,0
2021-03-26,08:01:00,0,53079,100,0,47088,77,0
2021-03-26,08:01:24,2,53091,100,0,47098,77,0
2021-03-26,08:01:47,5,53102,100,0,47107,77,0
2021-03-26,08:02:11,5,53118,100,0,47121,77,0
2021-03-26,08:02:35,7,53128,100,0,47134,77,0
2021-03-26,08:02:58,0,53137,100,0,47151,77,0
2021-03-26,08:03:22,2,53147,100,0,47158,77,0
2021-03-26,08:03:45,3,53169,100,0,47167,77,0
2021-03-26,08:04:09,2,53179,100,0,47177,77,0
2021-03-26,08:04:32,1,53185,100,0,47185,77,0
2021-03-26,08:04:55,2,53192,100,0,47186,77,0
2021-03-26,08:05:19,2,53201,100,0,47193,77,0
2021-03-26,08:05:43,0,53209,100,0,47201,77,0
2021-03-26,08:06:06,1,53216,100,0,47206,77,0
2021-03-26,08:06:30,2,53226,100,0,47217,77,0
2021-03-26,08:06:53,4,53240,100,0,47225,77,0
2021-03-26,08:07:17,5,53253,100,0,47238,77,0
2021-03-26,08:07:40,1,53263,100,0,47246,77,0
2021-03-26,08:08:04,2,53271,100,0,47253,77,0
2021-03-26,08:08:27,2,53278,100,0,47262,77,0
2021-03-26,08:08:50,1,53291,100,0,47274,77,0
2021-03-26,08:09:14,5,53302,100,0,47284,77,0
2021-03-26,08:09:38,2,53311,100,0,47292,77,0
2021-03-26,08:10:01,5,53314,100,0,47300,77,0
2021-03-26,08:10:24,9,53326,100,0,47311,77,0
2021-03-26,08:10:48,3,53341,100,0,47323,77,0
2021-03-26,08:11:12,4,53353,100,0,47333,77,0
2021-03-26,08:11:35,2,53365,100,0,47348,77,0
2021-03-26,08:11:59,4,53374,100,0,47357,77,0
2021-03-26,08:12:23,4,53388,100,0,47369,77,0
2021-03-26,08:12:46,3,53394,100,0,47381,77,0
2021-03-26,08:13:10,4,53403,100,0,47393,77,0
2021-03-26,08:13:34,2,53417,100,0,47403,77,0
2021-03-26,08:13:58,4,53427,100,0,47416,77,0
2021-03-26,08:14:22,3,53445,100,0,47429,77,0
2021-03-26,08:14:45,4,53456,100,0,47442,77,0
2021-03-26,08:15:09,0,53469,100,0,47451,77,0
2021-03-26,08:15:33,1,53477,100,0,47459,77,0
2021-03-26,08:15:56,4,53489,100,0,47469,77,0
2021-03-26,08:16:20,2,53505,100,0,47479,77,0
2021-03-26,08:16:44,5,53520,100,0,47492,77,0
2021-03-26,08:17:08,2,53536,100,0,47503,77,0
2021-03-26,08:17:32,3,53549,100,0,47518,77,0
2021-03-26,08:17:55,3,53566,100,0,47533,77,0
2021-03-26,08:18:19,5,53574,100,0,47541,77,0
2021-03-26,08:18:43,6,53586,100,0,47554,77,0
2021-03-26,08:19:07,4,53604,100,0,47569,77,0
2021-03-26,08:19:30,4,53616,100,0,47586,77,0
2021-03-26,08:19:54,5,53628,100,0,47595,77,0
2021-03-26,08:20:17,6,53640,100,0,47608,77,0
2021-03-26,08:20:41,3,53656,100,0,47617,77,0
2021-03-26,08:21:05,5,53672,100,0,47627,77,0
2021-03-26,08:21:28,3,53684,100,0,47642,77,0
2021-03-26,08:21:52,2,53695,100,0,47651,77,0
2021-03-26,08:22:16,5,53707,100,0,47660,77,0
2021-03-26,08:22:41,1,53713,100,0,47669,77,0
2021-03-26,08:23:05,2,53723,100,0,47678,77,0
2021-03-26,08:23:29,1,53730,100,0,47686,77,0
2021-03-26,08:23:53,1,53748,100,0,47695,77,0
2021-03-26,08:24:16,4,53760,100,0,47703,77,0
2021-03-26,08:24:40,4,53778,100,0,47715,77,0
2021-03-26,08:25:04,2,53793,100,0,47731,77,0
2021-03-26,08:25:28,1,53806,100,0,47742,77,0
2021-03-26,08:25:51,0,53820,100,0,47752,77,0
2021-03-26,08:26:15,2,53830,100,0,47763,77,0
2021-03-26,08:26:39,6,53841,100,0,47773,77,0
2021-03-26,08:27:02,3,53849,100,0,47780,77,0
2021-03-26,08:27:26,3,53861,100,0,47788,77,0
2021-03-26,08:27:49,3,53868,100,0,47801,77,0
2021-03-26,08:28:13,0,53873,100,0,47804,78,0
2021-03-26,08:28:37,2,53881,100,0,47812,78,0
2021-03-26,08:29:01,3,53891,100,0,47824,78,0
2021-03-26,08:29:24,2,53903,100,0,47837,78,0
2021-03-26,08:29:48,6,53916,100,0,47848,78,0
2021-03-26,08:30:11,3,53921,100,0,47860,78,0
2021-03-26,08:30:35,2,53938,100,0,47872,78,0
2021-03-26,08:30:59,0,53951,100,0,47881,78,0
2021-03-26,08:31:22,5,53963,100,0,47893,78,0
2021-03-26,08:31:46,0,53967,100,0,47901,78,0
2021-03-26,08:32:10,3,53976,100,0,47908,78,0
2021-03-26,08:32:34,0,53989,100,0,47920,78,0
2021-03-26,08:32:58,2,53997,100,0,47924,78,0
2021-03-26,08:33:22,2,54008,100,0,47933,78,0
2021-03-26,08:33:47,3,54019,100,0,47945,78,0
2021-03-26,08:34:10,4,54028,100,0,47951,78,0
2021-03-26,08:34:34,0,54032,100,0,47960,78,0
2021-03-26,08:34:58,3,54043,100,0,47964,78,0
2021-03-26,08:35:22,2,54054,100,0,47971,78,0
2021-03-26,08:35:46,2,54071,100,0,47980,78,0
2021-03-26,08:36:09,3,54081,100,0,47995,78,0
2021-03-26,08:36:35,1,54092,100,0,48005,78,0
2021-03-26,08:36:58,3,54100,100,0,48014,78,0
2021-03-26,08:37:22,2,54115,100,0,48024,78,0
2021-03-26,08:37:46,1,54125,100,0,48033,78,0
2021-03-26,08:38:09,4,54133,100,0,48039,78,0
2021-03-26,08:38:33,1,54145,100,0,48047,78,0
2021-03-26,08:38:56,0,54149,100,0,48053,78,0
2021-03-26,08:39:24,6,54159,100,0,48060,78,0
2021-03-26,08:39:47,0,54166,100,0,48071,78,0
2021-03-26,08:40:11,3,54173,100,0,48078,78,0
2021-03-26,08:40:35,1,54181,100,0,48087,78,0
2021-03-26,08:40:59,8,54194,100,0,48096,78,0
2021-03-26,08:41:23,4,54204,100,0,48107,78,0
2021-03-26,08:41:47,4,54214,100,0,48117,78,0
2021-03-26,08:42:11,3,54231,100,0,48134,78,0
2021-03-26,08:42:35,5,54244,100,0,48149,78,0
2021-03-26,08:42:59,3,54252,100,0,48159,78,0
2021-03-26,08:43:23,1,54258,100,0,48176,78,0
2021-03-26,08:43:47,2,54267,100,0,48181,78,0
2021-03-26,08:44:10,3,54275,100,0,48191,78,0
2021-03-26,08:44:34,5,54289,100,0,48199,78,0
2021-03-26,08:44:59,4,54308,100,0,48211,78,0
2021-03-26,08:45:23,4,54325,100,0,48227,78,0
2021-03-26,08:45:47,4,54340,100,0,48236,78,0
2021-03-26,08:46:11,1,54352,100,0,48246,78,0
2021-03-26,08:46:35,2,54357,100,0,48254,78,0
2021-03-26,08:46:58,1,54365,100,0,48259,78,0
2021-03-26,08:47:23,0,54372,100,0,48265,78,0
2021-03-26,08:47:47,1,54383,100,0,48275,78,0
2021-03-26,08:48:10,5,54397,100,0,48285,78,0
2021-03-26,08:48:34,2,54404,100,0,48293,78,0
2021-03-26,08:48:57,4,54412,100,0,48303,78,0
2021-03-26,08:49:21,2,54416,100,0,48311,78,0
2021-03-26,08:49:45,2,54428,100,0,48324,78,0
2021-03-26,08:50:09,1,54438,100,0,48333,78,0
2021-03-26,08:50:33,3,54446,100,0,48339,78,0
2021-03-26,08:50:57,2,54455,100,0,48346,78,0
2021-03-26,08:51:21,4,54465,100,0,48351,78,0
2021-03-26,08:51:44,2,54474,100,0,48362,78,0
2021-03-26,08:52:08,2,54485,100,0,48369,78,0
2021-03-26,08:52:32,4,54502,100,0,48376,78,0
2021-03-26,08:52:56,5,54513,100,0,48386,78,0
2021-03-26,08:53:20,1,54528,100,0,48396,78,0
2021-03-26,08:53:44,5,54537,100,0,48404,78,0
2021-03-26,08:54:08,2,54548,100,0,48417,78,0
2021-03-26,08:54:32,5,54559,100,0,48426,78,0
2021-03-26,08:54:55,2,54567,100,0,48434,78,0
2021-03-26,08:55:21,4,54579,100,0,48445,78,0
2021-03-26,08:55:44,4,54589,100,0,48454,78,0
2021-03-26,08:56:08,4,54597,100,0,48463,78,0
2021-03-26,08:56:32,1,54605,100,0,48470,78,0
2021-03-26,08:56:56,6,54619,100,0,48479,78,0
2021-03-26,08:57:20,2,54630,100,0,48488,78,0
2021-03-26,08:57:44,3,54645,100,0,48497,78,0
2021-03-26,08:58:08,2,54665,100,0,48505,78,0
2021-03-26,08:58:31,2,54671,100,0,48513,78,0
2021-03-26,08:58:56,4,54679,100,0,48522,78,0
2021-03-26,08:59:20,1,54694,100,0,48532,78,0
2021-03-26,08:59:43,4,54701,100,0,48541,78,0
2021-03-26,09:00:07,3,54709,100,0,48553,78,0
2021-03-26,09:00:31,2,54715,100,0,48561,78,0
2021-03-26,09:00:55,2,54724,100,0,48567,78,0
2021-03-26,09:01:19,3,54741,100,0,48575,78,0
2021-03-26,09:01:44,5,54748,100,0,48589,78,0
2021-03-26,09:02:07,2,54755,100,0,48595,78,0
2021-03-26,09:02:31,3,54767,100,0,48601,78,0
2021-03-26,09:02:55,1,54777,100,0,48604,78,0
2021-03-26,09:03:19,0,54790,100,0,48617,78,0
2021-03-26,09:03:43,0,54798,100,0,48625,78,0
2021-03-26,09:04:07,2,54809,100,0,48633,78,0
2021-03-26,09:04:30,1,54813,100,0,48635,78,0
2021-03-26,09:04:54,2,54822,100,0,48639,78,0
2021-03-26,09:05:18,4,54834,100,0,48649,78,0
2021-03-26,09:05:42,1,54843,100,0,48660,78,0
2021-03-26,09:06:07,5,54850,100,0,48663,78,0
2021-03-26,09:06:31,1,54857,100,0,48670,78,0
2021-03-26,09:06:56,3,54872,100,0,48680,78,0
2021-03-26,09:07:20,2,54879,100,0,48690,78,0
2021-03-26,09:07:44,3,54887,100,0,48697,78,0
2021-03-26,09:08:08,2,54903,100,0,48706,78,0
2021-03-26,09:08:32,7,54914,100,0,48718,78,0
2021-03-26,09:08:56,3,54928,100,0,48730,78,0
2021-03-26,09:09:20,4,54943,100,0,48744,78,0
2021-03-26,09:09:44,0,54951,100,0,48759,78,0
2021-03-26,09:10:08,4,54958,100,0,48765,78,0
2021-03-26,09:10:32,5,54968,100,0,48770,78,0
2021-03-26,09:10:55,3,54980,100,0,48778,78,0
2021-03-26,09:11:19,1,54987,100,0,48785,78,0
2021-03-26,09:11:44,0,54999,100,0,48794,78,0
2021-03-26,09:12:08,4,55011,100,0,48804,78,0
2021-03-26,09:12:33,2,55022,101,0,48819,78,0
2021-03-26,09:12:56,2,55035,101,0,48830,78,0
2021-03-26,09:13:20,4,55053,101,0,48839,78,0
2021-03-26,09:13:45,3,55067,101,0,48851,78,0
2021-03-26,09:14:09,5,55077,101,0,48859,78,0
2021-03-26,09:14:33,4,55084,101,0,48865,78,0
2021-03-26,09:14:57,3,55104,101,0,48879,78,0
2021-03-26,09:15:21,3,55114,101,0,48894,78,0
2021-03-26,09:15:44,5,55123,101,0,48902,78,0
2021-03-26,09:16:08,7,55139,101,0,48912,78,0
2021-03-26,09:16:32,1,55150,101,0,48922,78,0
2021-03-26,09:16:56,2,55161,101,0,48932,78,0
2021-03-26,09:17:20,0,55174,101,0,48940,78,0
2021-03-26,09:17:45,2,55188,101,0,48949,78,0
2021-03-26,09:18:09,2,55200,101,0,48957,78,0
2021-03-26,09:18:33,2,55220,101,0,48964,78,0
2021-03-26,09:18:57,0,55230,101,0,48975,78,0
2021-03-26,09:19:21,0,55237,101,0,48988,78,0
2021-03-26,09:19:45,3,55248,101,0,48999,78,0
2021-03-26,09:20:09,5,55258,101,0,49008,78,0
2021-03-26,09:20:33,1,55269,101,0,49021,78,0
2021-03-26,09:20:58,3,55273,101,0,49027,78,0
2021-03-26,09:21:22,5,55292,101,0,49043,78,0
2021-03-26,09:21:46,7,55302,102,0,49054,78,0
2021-03-26,09:22:10,4,55313,102,0,49064,78,0
2021-03-26,09:22:34,1,55317,102,0,49073,78,0
2021-03-26,09:22:59,3,55327,102,0,49082,78,0
2021-03-26,09:23:24,0,55336,102,0,49094,78,0
2021-03-26,09:23:47,1,55341,102,0,49102,78,0
2021-03-26,09:24:11,1,55351,102,0,49117,78,0
2021-03-26,09:24:36,2,55357,102,0,49126,78,0
2021-03-26,09:25:00,5,55366,102,0,49135,78,0
2021-03-26,09:25:24,3,55371,102,0,49141,78,0
2021-03-26,09:25:48,3,55380,102,0,49150,78,0
2021-03-26,09:26:12,6,55392,102,0,49157,78,0
2021-03-26,09:26:36,3,55406,102,0,49170,78,0
2021-03-26,09:27:00,5,55413,102,0,49178,78,0
2021-03-26,09:27:25,4,55421,102,0,49187,78,0
2021-03-26,09:27:49,2,55435,102,0,49197,78,0
2021-03-26,09:28:14,7,55445,102,0,49208,78,0
2021-03-26,09:28:38,3,55450,102,0,49221,78,0
2021-03-26,09:29:02,1,55460,102,0,49230,78,0
2021-03-26,09:29:26,2,55469,102,0,49234,78,0
2021-03-26,09:29:50,1,55476,102,0,49239,78,0
2021-03-26,09:30:14,2,55486,102,0,49246,78,0
2021-03-26,09:30:38,2,55489,102,0,49254,78,0
2021-03-26,09:31:01,1,55500,102,0,49264,78,0
2021-03-26,09:31:25,3,55503,102,0,49272,78,0
2021-03-26,09:31:49,6,55516,102,0,49287,78,0
2021-03-26,09:32:13,0,55525,102,0,49296,78,0
2021-03-26,09:32:37,1,55534,102,0,49302,78,0
2021-03-26,09:33:01,3,55540,102,0,49308,78,0
2021-03-26,09:33:25,2,55548,102,0,49315,78,0
2021-03-26,09:33:50,2,55561,102,0,49333,78,0
2021-03-26,09:34:14,1,55570,102,0,49340,78,0
2021-03-26,09:34:38,6,55582,102,0,49344,78,0
2021-03-26,09:35:02,2,55597,102,0,49358,78,0
2021-03-26,09:35:26,4,55609,102,0,49367,78,0
2021-03-26,09:35:50,6,55623,102,0,49377,78,0
2021-03-26,09:36:14,3,55635,102,0,49390,78,0
2021-03-26,09:36:39,2,55647,102,0,49403,78,0
2021-03-26,09:37:03,1,55653,102,0,49411,78,0
2021-03-26,09:37:27,2,55661,102,0,49420,78,0
2021-03-26,09:37:51,2,55672,102,0,49428,78,0
2021-03-26,09:38:15,2,55680,102,0,49437,78,0
2021-03-26,09:38:39,5,55683,102,0,49443,78,0
2021-03-26,09:39:04,0,55696,102,0,49450,78,0
2021-03-26,09:39:28,4,55706,102,0,49455,78,0
2021-03-26,09:39:53,1,55718,102,0,49462,78,0
2021-03-26,09:40:18,2,55723,102,0,49469,78,0
2021-03-26,09:40:42,1,55739,102,0,49480,78,0
2021-03-26,09:41:06,3,55744,102,0,49485,78,0
2021-03-26,09:41:30,4,55756,102,0,49493,78,0
2021-03-26,09:41:54,3,55767,102,0,49500,78,0
2021-03-26,09:42:18,1,55774,102,0,49508,78,0
2021-03-26,09:42:43,5,55780,102,0,49514,78,0
2021-03-26,09:43:07,4,55790,102,0,49525,78,0
2021-03-26,09:43:31,6,55798,102,0,49537,78,0
2021-03-26,09:43:56,4,55808,102,0,49544,78,0
2021-03-26,09:44:20,0,55814,102,0,49551,78,0
2021-03-26,09:44:44,3,55827,102,0,49557,78,0
2021-03-26,09:45:09,3,55837,102,0,49569,78,0
2021-03-26,09:45:33,2,55845,102,0,49574,78,0
2021-03-26,09:45:58,4,55855,102,0,49586,78,0
2021-03-26,09:46:22,4,55869,102,0,49592,78,0
2021-03-26,09:46:46,3,55878,102,0,49607,78,0
2021-03-26,09:47:10,1,55894,102,0,49621,78,0
2021-03-26,09:47:34,1,55902,102,0,49633,78,0
2021-03-26,09:47:59,2,55916,102,0,49639,78,0
2021-03-26,09:48:23,1,55926,102,0,49651,78,0
2021-03-26,09:48:47,1,55933,102,0,49661,78,0
2021-03-26,09:49:11,3,55951,102,0,49672,78,0
2021-03-26,09:49:36,1,55963,102,0,49678,78,0
2021-03-26,09:50:00,1,55970,102,0,49688,78,0
2021-03-26,09:50:24,6,55978,102,0,49694,78,0
2021-03-26,09:50:49,1,55992,102,0,49702,78,0
2021-03-26,09:51:13,1,56000,102,0,49713,78,0
2021-03-26,09:51:37,3,56008,102,0,49719,78,0
2021-03-26,09:52:01,4,56015,102,0,49728,78,0
2021-03-26,09:52:26,2,56028,102,0,49740,78,0
2021-03-26,09:52:50,0,56038,102,0,49751,78,0
2021-03-26,09:53:14,2,56044,102,0,49757,78,0
2021-03-26,09:53:38,1,56058,102,0,49765,78,0
2021-03-26,09:54:02,3,56066,102,0,49771,78,0
2021-03-26,09:54:26,3,56074,102,0,49776,78,0
2021-03-26,09:54:51,4,56085,102,0,49783,78,0
2021-03-26,09:55:15,2,56093,102,0,49796,78,0
2021-03-26,09:55:39,1,56101,102,0,49807,78,0
2021-03-26,09:56:03,1,56113,102,0,49815,78,0
2021-03-26,09:56:29,4,56130,102,0,49828,78,0
2021-03-26,09:56:53,1,56137,102,0,49836,78,0
2021-03-26,09:57:17,1,56149,102,0,49842,78,0
2021-03-26,09:57:42,2,56162,102,0,49854,78,0
2021-03-26,09:58:06,3,56176,102,0,49864,78,0
2021-03-26,09:58:30,2,56185,102,0,49873,78,0
2021-03-26,09:58:55,1,56196,102,0,49880,78,0
2021-03-26,09:59:19,1,56208,102,0,49889,78,0
2021-03-26,09:59:44,3,56222,102,0,49900,78,0
2021-03-26,10:00:08,2,56235,102,0,49909,78,0
2021-03-26,10:00:32,2,56244,102,0,49915,78,0
2021-03-26,10:00:56,4,56253,102,0,49923,78,0
2021-03-26,10:01:21,7,56264,102,0,49934,78,0
2021-03-26,10:01:46,1,56280,102,0,49944,78,0
2021-03-26,10:02:10,3,56289,102,0,49953,78,0
2021-03-26,10:02:35,0,56297,102,0,49960,78,0
2021-03-26,10:02:59,0,56306,102,0,49972,78,0
2021-03-26,10:03:23,2,56315,102,0,49983,78,0
2021-03-26,10:03:47,3,56328,102,0,49994,78,0
2021-03-26,10:04:12,2,56339,102,0,50005,78,0
2021-03-26,10:04:36,2,56346,102,0,50011,78,0
2021-03-26,10:05:00,1,56351,102,0,50024,78,0
2021-03-26,10:05:24,4,56368,102,0,50040,78,0
2021-03-26,10:05:49,2,56377,102,0,50050,78,0
2021-03-26,10:06:13,3,56389,102,0,50060,78,0
2021-03-26,10:06:37,1,56395,102,0,50073,78,0
2021-03-26,10:07:01,5,56405,102,0,50077,78,0
2021-03-26,10:07:26,3,56406,102,0,50090,78,0
2021-03-26,10:07:50,3,56411,102,0,50100,78,0
2021-03-26,10:08:15,5,56418,102,0,50111,78,0
2021-03-26,10:08:40,3,56431,102,0,50129,78,0
2021-03-26,10:09:04,1,56442,102,0,50136,78,0
2021-03-26,10:09:29,2,56457,102,0,50145,78,0
2021-03-26,10:09:53,6,56468,102,0,50153,78,0
2021-03-26,10:10:17,1,56476,102,0,50161,78,0
2021-03-26,10:10:42,2,56486,102,0,50169,78,0
2021-03-26,10:11:06,5,56496,102,0,50177,78,0
2021-03-26,10:11:30,5,56504,102,0,50186,78,0
2021-03-26,10:11:55,4,56516,102,0,50194,78,0
2021-03-26,10:12:19,5,56529,102,0,50205,78,0
2021-03-26,10:12:44,1,56539,102,0,50215,78,0
2021-03-26,10:13:08,2,56547,102,0,50222,78,0
2021-03-26,10:13:33,1,56557,102,0,50229,78,0
2021-03-26,10:13:57,5,56572,102,0,50237,78,0
2021-03-26,10:14:21,5,56581,102,0,50248,78,0
2021-03-26,10:14:45,1,56592,102,0,50260,78,0
2021-03-26,10:15:09,1,56595,102,0,50267,78,0
2021-03-26,10:15:34,4,56605,102,0,50277,78,0
2021-03-26,10:15:58,3,56617,102,0,50287,78,0
2021-03-26,10:16:23,0,56621,102,0,50293,78,0
2021-03-26,10:16:47,2,56627,102,0,50300,78,0
2021-03-26,10:17:12,5,56631,102,0,50308,78,0
2021-03-26,10:17:36,1,56640,102,0,50315,78,0
2021-03-26,10:18:01,2,56649,102,0,50323,78,0
2021-03-26,10:18:26,1,56659,102,0,50332,78,0
2021-03-26,10:18:50,1,56664,102,0,50338,78,0
2021-03-26,10:19:14,2,56678,102,0,50341,78,0
2021-03-26,10:19:39,4,56684,102,0,50348,78,0
2021-03-26,10:20:04,2,56694,102,0,50356,78,0
2021-03-26,10:20:28,0,56701,102,0,50364,78,0
2021-03-26,10:20:52,2,56706,102,0,50372,78,0
2021-03-26,10:21:17,1,56709,102,0,50380,78,0
2021-03-26,10:21:41,1,56716,102,0,50384,78,0
2021-03-26,10:22:06,0,56726,102,0,50391,78,0
2021-03-26,10:22:30,4,56735,102,0,50399,78,0
2021-03-26,10:22:54,1,56743,102,0,50405,78,0
2021-03-26,10:23:19,0,56751,102,0,50415,78,0
2021-03-26,10:23:43,7,56755,102,0,50419,78,0
2021-03-26,10:24:08,2,56767,102,0,50427,78,0
2021-03-26,10:24:32,4,56774,102,0,50436,78,0
2021-03-26,10:24:57,2,56781,102,0,50442,78,0
2021-03-26,10:25:22,2,56786,102,0,50447,78,0
2021-03-26,10:25:47,2,56794,102,0,50455,78,0
2021-03-26,10:26:12,93,56806,102,0,50467,80,0
2021-03-26,10:26:36,2,56815,102,0,50489,80,0
2021-03-26,10:27:00,2,56823,102,0,50497,80,0
2021-03-26,10:27:25,4,56832,102,0,50505,80,0
2021-03-26,10:27:49,4,56838,102,0,50513,80,0
2021-03-26,10:28:13,2,56848,102,0,50518,80,0
2021-03-26,10:28:38,1,56858,102,0,50527,80,0
2021-03-26,10:29:02,0,56860,102,0,50535,80,0
2021-03-26,10:29:26,4,56873,102,0,50547,80,0
2021-03-26,10:29:51,1,56875,102,0,50557,80,0
2021-03-26,10:30:15,2,56879,102,0,50564,80,0
